nrc,clave,materia,seccion,dias,hora,profesor,salon,programa
42761,CCOS 615,Programacion de Videojuegos,OO1,M,1100-1259,Regino - Medina Luis Filiberto,1CCO4/103,LCC
42761,CCOS 615,Programacion de Videojuegos,OO1,V,1100-1259,Regino - Medina Luis Filiberto,1CCO3/109,LCC
25981,CCOS 256,Programacion Distribuida,OO1,L,1300-1359,Roman - Flores Alberto,1CCO4/306,LCC
25981,CCOS 256,Programacion Distribuida,OO1,M,1300-1459,Roman - Flores Alberto,1CCO4/306,LCC
25981,CCOS 256,Programacion Distribuida,OO1,V,1300-1459,Roman - Flores Alberto,1CCO4/306,LCC
25992,CCOS 256,Programacion Distribuida,OO2,L,0900-0959,Orato - Ramirez Jose Martin,1CCO4/401,LCC
25992,CCOS 256,Programacion Distribuida,OO2,M,0900-1059,Orato - Ramirez Jose Martin,1CCO4/401,LCC
25992,CCOS 256,Programacion Distribuida,OO2,V,0900-1059,Orato - Ramirez Jose Martin,1CCO4/206,LCC
25998,CCOS 256,Programacion Distribuida,OO3,L,1500-1559,Larios - Gomez Mariano,1CCO1/005,LCC
25998,CCOS 256,Programacion Distribuida,OO3,M,1500-1659,Larios - Gomez Mariano,1CCO4/308,LCC
25998,CCOS 256,Programacion Distribuida,OO3,V,1500-1659,Larios - Gomez Mariano,1CCO1/005,LCC
40210,CCOS 256,Programacion Distribuida,OO4,A,1100-1259,Mendoza - Olguin Gustavo Emilio,1CCO3/114,LCC
40210,CCOS 256,Programacion Distribuida,OO4,J,1100-1259,Mendoza - Olguin Gustavo Emilio,1CCO4/102,LCC
40210,CCOS 256,Programacion Distribuida,OO4,L,1200-1259,Mendoza - Olguin Gustavo Emilio,1CCO4/308,LCC
26133,IDDS 002,Proyectos I + D I,101,A,0700-0859,Romero - Valdez Maria DEL Carmen,1CCO4/102,LCC
26133,IDDS 002,Proyectos I + D I,101,J,0700-0859,Romero - Valdez Maria DEL Carmen,1CCO4/102,LCC
26140,IDDS 002,Proyectos I + D I,102,A,0900-1059,Perez DE Celis - Herrero Maria DE LA Concepcion,1CCO4/101,LCC
26140,IDDS 002,Proyectos I + D I,102,J,0900-1059,Perez DE Celis - Herrero Maria DE LA Concepcion,1CCO4/101,LCC
26147,IDDS 002,Proyectos I + D I,103,A,1300-1459,Santiago - Diaz Maria DEL Carmen,1CCO5/203,LCC
26147,IDDS 002,Proyectos I + D I,103,J,1300-1459,Santiago - Diaz Maria DEL Carmen,1CCO5/203,LCC
26149,IDDS 002,Proyectos I + D I,104,M,1300-1459,Acosta - Ruiz Samantha,1CCO4/204,LCC
26149,IDDS 002,Proyectos I + D I,104,V,1300-1459,Acosta - Ruiz Samantha,1CCO4/204,LCC
26156,IDDS 002,Proyectos I + D I,105,A,1300-1459,Archundia - Sierra Etelvina,1CCO4/303,LCC
26156,IDDS 002,Proyectos I + D I,105,J,1300-1459,Archundia - Sierra Etelvina,1CCO4/303,LCC
26162,IDDS 002,Proyectos I + D I,106,A,1700-1859,Carrillo - Ruiz Maya,1CCO4/103,LCC
26162,IDDS 002,Proyectos I + D I,106,J,1700-1859,Carrillo - Ruiz Maya,1CCO4/103,LCC
26170,IDDS 002,Proyectos I + D I,107,M,1500-1659,Rosales - Lopez Karina,1CCO4/401,LCC
26170,IDDS 002,Proyectos I + D I,107,V,1500-1659,Rosales - Lopez Karina,1CCO4/401,LCC
26292,CCOS 264,Recuperacion de la Informacion,OO1,A,1500-1659,Carrillo - Ruiz Maya,1CCO3/114,LCC
26292,CCOS 264,Recuperacion de la Informacion,OO1,J,1500-1659,Carrillo - Ruiz Maya,1CCO4/201,LCC
26292,CCOS 264,Recuperacion de la Informacion,OO1,L,1600-1659,Carrillo - Ruiz Maya,1CCO3/104,LCC
26303,CCOS 264,Recuperacion de la Informacion,OO2,L,1500-1559,Tecuanhuehue - Vera Pedro,1CCO4/103,LCC
26303,CCOS 264,Recuperacion de la Informacion,OO2,M,1500-1659,Tecuanhuehue - Vera Pedro,1CCO4/103,LCC
26303,CCOS 264,Recuperacion de la Informacion,OO2,V,1500-1659,Tecuanhuehue - Vera Pedro,1CCO4/308,LCC
26315,CCOS 264,Recuperacion de la Informacion,OO3,A,1300-1459,Sanchez - Lopez Abraham,1CCO5/202,LCC
26315,CCOS 264,Recuperacion de la Informacion,OO3,J,1300-1459,Sanchez - Lopez Abraham,1CCO4/308,LCC
26315,CCOS 264,Recuperacion de la Informacion,OO3,L,1400-1459,Sanchez - Lopez Abraham,1CCO5/202,LCC
26324,CCOS 264,Recuperacion de la Informacion,OO4,A,1900-2059,Perez - Lucero Josue,1CCO4/103,LCC
26324,CCOS 264,Recuperacion de la Informacion,OO4,J,1900-2059,Perez - Lucero Josue,1CCO4/103,LCC
26324,CCOS 264,Recuperacion de la Informacion,OO4,L,2000-2059,Perez - Lucero Josue,1CCO4/103,LCC
42759,CCOS 603,Redes Avanzadas,OO1,AJ,0900-1059,Andrade - Gonzalez Alfonso,1CCO3/301,LCC
42759,CCOS 603,Redes Avanzadas,OO1,L,1000-1059,Andrade - Gonzalez Alfonso,1CCO3/301,LCC
26077,CCOS 260,Redes de Computadoras,OO1,A,0900-1059,Leon - Chavez Miguel Angel,1CCO4/305,LCC
26077,CCOS 260,Redes de Computadoras,OO1,J,0900-1059,Leon - Chavez Miguel Angel,1CCO3/303,LCC
26077,CCOS 260,Redes de Computadoras,OO1,L,1000-1059,Leon - Chavez Miguel Angel,1CCO4/305,LCC
26086,CCOS 260,Redes de Computadoras,OO2,A,0700-0859,Ramirez - Espitia Carlos Mauricio,1CCO4/402,LCC
26086,CCOS 260,Redes de Computadoras,OO2,J,0700-0859,Ramirez - Espitia Carlos Mauricio,1CCO3/303,LCC
26086,CCOS 260,Redes de Computadoras,OO2,L,0800-0859,Ramirez - Espitia Carlos Mauricio,1CCO4/402,LCC
26285,CCOS 263,Seguridad en Redes,OO1,A,1500-1659,Soriano - Rosas Jose Isabel,1CCO4/304,LCC
26285,CCOS 263,Seguridad en Redes,OO1,J,1500-1659,Soriano - Rosas Jose Isabel,1CCO3/302,LCC
26285,CCOS 263,Seguridad en Redes,OO1,L,1600-1659,Soriano - Rosas Jose Isabel,1CCO3/302,LCC
42743,CCOS 263,Seguridad en Redes,OO2,L,1900-1959,Rodriguez - Perez Fernando,1CCO3/303,LCC
42743,CCOS 263,Seguridad en Redes,OO2,MV,1900-2059,Rodriguez - Perez Fernando,1CCO3/303,LCC
25813,CCOS 252,Sistemas Operativos I,OO1,L,0700-0759,DE LA Rosa - Flores Rafael,1CCO1/002,LCC
25813,CCOS 252,Sistemas Operativos I,OO1,M,0700-0859,DE LA Rosa - Flores Rafael,1CCO3/109,LCC
25813,CCOS 252,Sistemas Operativos I,OO1,V,0700-0859,DE LA Rosa - Flores Rafael,1CCO1/002,LCC
25825,CCOS 252,Sistemas Operativos I,OO2,A,1100-1259,Gonzalez - Flores Marcos,1CCO1/002,LCC
25825,CCOS 252,Sistemas Operativos I,OO2,J,1100-1259,Gonzalez - Flores Marcos,1CCO3/101,LCC
25825,CCOS 252,Sistemas Operativos I,OO2,L,1200-1259,Gonzalez - Flores Marcos,1CCO1/002,LCC
25830,CCOS 252,Sistemas Operativos I,OO3,L,1300-1359,Colmenares - Guillen Luis Enrique,1CCO1/003,LCC
25830,CCOS 252,Sistemas Operativos I,OO3,M,1300-1459,Colmenares - Guillen Luis Enrique,1CCO1/003,LCC
25830,CCOS 252,Sistemas Operativos I,OO3,V,1300-1459,Colmenares - Guillen Luis Enrique,1CCO3/109,LCC
25836,CCOS 252,Sistemas Operativos I,OO4,L,1500-1559,Vargas - Lomeli Miguel Angel,1CCO1/003,LCC
25836,CCOS 252,Sistemas Operativos I,OO4,M,1500-1659,Vargas - Lomeli Miguel Angel,1CCO3/109,LCC
25836,CCOS 252,Sistemas Operativos I,OO4,V,1500-1659,Vargas - Lomeli Miguel Angel,1CCO1/003,LCC
25852,CCOS 252,Sistemas Operativos I,OO6,L,1700-1759,Perez - Lucero Josue,1CCO4/404,LCC
25852,CCOS 252,Sistemas Operativos I,OO6,M,1700-1859,Perez - Lucero Josue,1CCO1/004,LCC
25852,CCOS 252,Sistemas Operativos I,OO6,V,1700-1859,Perez - Lucero Josue,1CCO4/404,LCC
25861,CCOS 252,Sistemas Operativos I,OO7,A,1300-1459,Orato - Ramirez Jose Martin,1CCO4/301,LCC
25861,CCOS 252,Sistemas Operativos I,OO7,J,1300-1459,Orato - Ramirez Jose Martin,1CCO4/301,LCC
25861,CCOS 252,Sistemas Operativos I,OO7,L,1400-1459,Orato - Ramirez Jose Martin,1CCO4/301,LCC
25910,CCOS 254,Sistemas Operativos II,OO1,L,0700-0759,Aguilar - Rico Adolfo,1CCO1/005,LCC
25910,CCOS 254,Sistemas Operativos II,OO1,M,0700-0859,Aguilar - Rico Adolfo,1CCO1/005,LCC
25910,CCOS 254,Sistemas Operativos II,OO1,V,0700-0859,Aguilar - Rico Adolfo,1CCO4/307,LCC
25914,CCOS 254,Sistemas Operativos II,OO2,A,0900-1059,Colmenares - Guillen Luis Enrique,1CCO3/109,LCC
25914,CCOS 254,Sistemas Operativos II,OO2,J,0900-1059,Colmenares - Guillen Luis Enrique,1CCO1/005,LCC
25914,CCOS 254,Sistemas Operativos II,OO2,L,1000-1059,Colmenares - Guillen Luis Enrique,1CCO1/005,LCC
25921,CCOS 254,Sistemas Operativos II,OO3,L,1300-1359,Castillo - Zacatelco Hilda,1CCO1/005,LCC
25921,CCOS 254,Sistemas Operativos II,OO3,M,1300-1459,Castillo - Zacatelco Hilda,1CCO3/109,LCC
25921,CCOS 254,Sistemas Operativos II,OO3,V,1300-1459,Castillo - Zacatelco Hilda,1CCO1/005,LCC
25923,CCOS 254,Sistemas Operativos II,OO4,A,1700-1859,Perez - Lucero Josue,1CCO3/114,LCC
25923,CCOS 254,Sistemas Operativos II,OO4,J,1 700-1859,Perez - Lucero Josue,1CCO4/101,LCC
25923,CCOS 254,Sistemas Operativos II,OO4,L,1800-1859,Perez - Lucero Josue,1CCO4/101,LCC
25927,CCOS 254,Sistemas Operativos II,OO5,A,1500-1659,Ceron - Garnica Carmen,1CCO1/004,LCC
25927,CCOS 254,Sistemas Operativos II,OO5,J,1500-1659,Ceron - Garnica Carmen,1CCO4/307,LCC
25927,CCOS 254,Sistemas Operativos II,OO5,L,1600-1659,Ceron - Garnica Carmen,1CCO1/004,LCC
25937,CCOS 254,Sistemas Operativos II,OO7,L,0900-0959,Bautista - Lopez Veronica Edith,1CCO4/308,LCC
25937,CCOS 254,Sistemas Operativos II,OO7,M,0900-1059,Bautista - Lopez Veronica Edith,1CCO4/308,LCC
25937,CCOS 254,Sistemas Operativos II,OO7,V,0900-1059,Bautista - Lopez Veronica Edith,1CCO1/005,LCC
26333,CCOS 600,Web Semantica,OO1,L,0900-0959,Tovar - Vidal Mireya,1CCO4/104,LCC
26333,CCOS 600,Web Semantica,OO1,M,0900-1059,Tovar - Vidal Mireya,1CCO4/104,LCC
26333,CCOS 600,Web Semantica,OO1,V,0900-1059,Tovar - Vidal Mireya,1CCO3/114,LCC
