nrc,clave,materia,seccion,dias,hora,profesor,salon,programa
25561,CCOS 013,Estructuras de Datos,OO2,M,0700-0859,Vera - Cervantes Eugenia Erica,1CCO1/001,ICC
25561,CCOS 013,Estructuras de Datos,OO2,V,0700-0859,Vera - Cervantes Eugenia Erica,1CCO4/403,ICC
25565,CCOS 013,Estructuras de Datos,OO3,A,0900-1059,Santiago - Diaz Maria DEL Carmen,1CCO1/002,ICC
25565,CCOS 013,Estructuras de Datos,OO3,J,0900-1059,Santiago - Diaz Maria DEL Carmen,1CCO3/109,ICC
25565,CCOS 013,Estructuras de Datos,OO3,L,1000-1059,Santiago - Diaz Maria DEL Carmen,1CCO1/002,ICC
25588,CCOS 013,Estructuras de Datos,OO5,A,1300-1459,Valdes - Amaro Daniel Alejandro,1CCO1/001,ICC
25588,CCOS 013,Estructuras de Datos,OO5,J,1300-1459,Valdes - Amaro Daniel Alejandro,1CCO3/109,ICC
25588,CCOS 013,Estructuras de Datos,OO5,L,1400-1459,Valdes - Amaro Daniel Alejandro,1CCO1/001,ICC
25600,CCOS 013,Estructuras de Datos,OO7,L,1500-1559,Altamirano - Robles Luis Carlos,1CCO4/402,ICC
25600,CCOS 013,Estructuras de Datos,OO7,M,1500-1659,Altamirano - Robles Luis Carlos,1CCO4/402,ICC
25600,CCOS 013,Estructuras de Datos,OO7,V,1500-1659,Altamirano - Robles Luis Carlos,1CCO3/109,ICC
25604,CCOS 013,Estructuras de Datos,OO8,A,0900-1059,Bello - Lopez Pedro,1CCO4/403,ICC
25604,CCOS 013,Estructuras de Datos,OO8,J,0900-1059,Bello - Lopez Pedro,1CCO4/102,ICC
25604,CCOS 013,Estructuras de Datos,OO8,L,1000-1059,Bello - Lopez Pedro,1CCO4/401,ICC
26226,CCOS 261,Graficacion,O1O,A,1500-1659,Altamirano - Robles Luis Carlos,1CCO2/208,ICC
26226,CCOS 261,Graficacion,O1O,J,1500-1659,Altamirano - Robles Luis Carlos,1CCO4/402,ICC
26226,CCOS 261,Graficacion,O1O,L,1600-1659,Altamirano - Robles Luis Carlos,1CCO2/208,ICC
26137,CCOS 261,Graficacion,OO2,L,1300-1359,Valdes - Amaro Daniel Alejandro,1CCO5/201,ICC
26137,CCOS 261,Graficacion,OO2,M,1300-1459,Valdes - Amaro Daniel Alejandro,1CCO3/101,ICC
26137,CCOS 261,Graficacion,OO2,V,1300-1459,Valdes - Amaro Daniel Alejandro,1CCO5/201,ICC
26142,CCOS 261,Graficacion,OO3,A,1100-1259,Orato - Ramirez Jose Martin,1CCO5/201,ICC
26142,CCOS 261,Graficacion,OO3,J,1100-1259,Orato - Ramirez Jose Martin,1CCO3/104,ICC
26142,CCOS 261,Graficacion,OO3,L,1200-1259,Orato - Ramirez Jose Martin,1CCO5/201,ICC
26159,CCOS 261,Graficacion,OO4,A,1500-1659,Valdes - Amaro Daniel Alejandro,1CCO4/305,ICC
26159,CCOS 261,Graficacion,OO4,J,1500-1659,Valdes - Amaro Daniel Alejandro,1CCO3/104,ICC
26159,CCOS 261,Graficacion,OO4,L,1600-1659,Valdes - Amaro Daniel Alejandro,1CCO4/305,ICC
26183,CCOS 261,Graficacion,OO6,L,1500-1559,Ayaquica - Martinez Irene Olaya,1CCO3/104,ICC
26183,CCOS 261,Graficacion,OO6,M,1500-1659,Ayaquica - Martinez Irene Olaya,1CCO3/104,ICC
26183,CCOS 261,Graficacion,OO6,V,1500-1659,Ayaquica - Martinez Irene Olaya,1CCO4/201,ICC
26199,CCOS 261,Graficacion,OO7,L,1700-1759,Salazar - Martinez Hilario,1CCO3/109,ICC
26199,CCOS 261,Graficacion,OO7,M,1700-1859,Salazar - Martinez Hilario,1CCO3/109,ICC
26199,CCOS 261,Graficacion,OO7,V,1700-1859,Salazar - Martinez Hilario,1CCO4/203,ICC
26492,ISCO 200,Ingenieria de Software,OO1,A,0700-0859,DE LA Rosa - Flores Rafael,1CCO1/001,ICC
26492,ISCO 200,Ingenieria de Software,OO1,J,0700-0859,DE LA Rosa - Flores Rafael,1CCO1/001,ICC
26492,ISCO 200,Ingenieria de Software,OO1,L,0800-0859,DE LA Rosa - Flores Rafael,1CCO1/001,ICC
26497,ISCO 200,Ingenieria de Software,OO2,A,0900-1059,Martinez - Miron Erika Annabel,1CCO1/001,ICC
26497,ISCO 200,Ingenieria de Software,OO2,J,0900-1059,Martinez - Miron Erika Annabel,1CCO1/001,ICC
26497,ISCO 200,Ingenieria de Software,OO2,L,1000-1059,Martinez - Miron Erika Annabel,1CCO1/001,ICC
26502,ISCO 200,Ingenieria de Software,OO3,L,1300-1359,Sanchez - Roman Guillermina,1CCO5/203,ICC
26502,ISCO 200,Ingenieria de Software,OO3,M,1300-1459,Sanchez - Roman Guillermina,1CCO5/203,ICC
26502,ISCO 200,Ingenieria de Software,OO3,V,1300-1459,Sanchez - Roman Guillermina,1CCO5/203,ICC
26511,ISCO 200,Ingenieria de Software,OO4,A,1500-1659,Rodriguez - Bernal Fernando,1CCO5/203,ICC
26511,ISCO 200,Ingenieria de Software,OO4,J,1500-1659,Rodriguez - Bernal Fernando,1CCO5/203,ICC
26511,ISCO 200,Ingenieria de Software,OO4,L,1600-1659,Rodriguez - Bernal Fernando,1CCO5/203,ICC
26516,ISCO 200,Ingenieria de Software,OO5,L,1300-1359,Rosales - Lopez Karina,1CCO1/001,ICC
26516,ISCO 200,Ingenieria de Software,OO5,M,1300-1459,Rosales - Lopez Karina,1CCO1/005,ICC
26516,ISCO 200,Ingenieria de Software,OO5,V,1300-1459,Rosales - Lopez Karina,1CCO2/208,ICC
26522,ISCO 200,Ingenieria de Software,OO6,A,1900-2059,Rodriguez - Bernal Fernando,1CCO4/101,ICC
26522,ISCO 200,Ingenieria de Software,OO6,J,1900-2059,Rodriguez - Bernal Fernando,1CCO4/101,ICC
26522,ISCO 200,Ingenieria de Software,OO6,L,2000-2059,Rodriguez - Bernal Fernando,1CCO4/101,ICC
26527,ISCO 200,Ingenieria de Software,OO7,L,0900-0959,Martinez - Miron Erika Annabel,1CCO4/303,ICC
26527,ISCO 200,Ingenieria de Software,OO7,M,0900-1059,Martinez - Miron Erika Annabel,1CCO4/303,ICC
26527,ISCO 200,Ingenieria de Software,OO7,V,0900-1059,Martinez - Miron Erika Annabel,1CCO4/303,ICC
26337,CCOS 601,Ingenieria de Software Avanzad,OO1,A,1500-1659,Roman - Flores Alberto,1CCO5/202,ICC
26337,CCOS 601,Ingenieria de Software Avanzad,OO1,J,1500-1659,Roman - Flores Alberto,1CCO2/208,ICC
26337,CCOS 601,Ingenieria de Software Avanzad,OO1,L,1600-1659,Roman - Flores Alberto,1CCO3/101,ICC
26377,CCOS 607,Interaccion Humano Computadora,OO1,L,0900-0959,Rivera - Martinez Marcela,1CCO4/103,ICC
26377,CCOS 607,Interaccion Humano Computadora,OO1,M,0900-1059,Rivera - Martinez Marcela,1CCO3/114,ICC
26377,CCOS 607,Interaccion Humano Computadora,OO1,V,0900-1059,Rivera - Martinez Marcela,1CCO1/004,ICC
26384,CCOS 607,Interaccion Humano Computadora,OO2,A,1100-1259,Archundia - Sierra Etelvina,1CCO1/005,ICC
26384,CCOS 607,Interaccion Humano Computadora,OO2,J,1100-1259,Archundia - Sierra Etelvina,1CCO3/109,ICC
26384,CCOS 607,Interaccion Humano Computadora,OO2,L,1200-1259,Archundia - Sierra Etelvina,1CCO1/005,ICC
25054,CCOS 607,Interaccion Humano Computadora,OO3,L,1700-1759,Ayaquica - Martinez Irene Olaya,1CCO2/208,ICC
25054,CCOS 607,Interaccion Humano Computadora,OO3,M,1700-1859,Ayaquica - Martinez Irene Olaya,1CCO4/103,ICC
25054,CCOS 607,Interaccion Humano Computadora,OO3,V,1700-1859,Ayaquica - Martinez Irene Olaya,1CCO2/208,ICC
25181,ICCS 262,Intercom. y Seguridad en Redes,OO1,L,1100-1159,Chavira - Martinez Elsa,1CCO4/303,ICC
25181,ICCS 262,Intercom. y Seguridad en Redes,OO1,M,1100-1259,Chavira - Martinez Elsa,1CCO4/303,ICC
25181,ICCS 262,Intercom. y Seguridad en Redes,OO1,V,1100-1259,Chavira - Martinez Elsa,1CCO3/303,ICC
25193,ICCS 262,Intercom. y Seguridad en Redes,OO2,L,1500-1559,Romero - Hernandez Yeiny,1CCO4/201,ICC
25193,ICCS 262,Intercom. y Seguridad en Redes,OO2,M,1500-1659,Romero - Hernandez Yeiny,1CCO4/201,ICC
25193,ICCS 262,Intercom. y Seguridad en Redes,OO2,V,1500-1659,Romero - Hernandez Yeiny,1CCO3/302,ICC
25202,ICCS 262,Intercom. y Seguridad en Redes,OO3,A,1500-1659,Zenteno - Vazquez ANA Claudia,1CCO3/301,ICC
25202,ICCS 262,Intercom. y Seguridad en Redes,OO3,J,1500-1659,Zenteno - Vazquez ANA Claudia,1CCO4/102,ICC
25202,ICCS 262,Intercom. y Seguridad en Redes,OO3,L,1600-1659,Zenteno - Vazquez ANA Claudia,1CCO4/201,ICC
25211,ICCS 262,Intercom. y Seguridad en Redes,OO4,L,1900-1959,Perez - Lucero Josue,1CCO3/302,ICC
25211,ICCS 262,Intercom. y Seguridad en Redes,OO4,M,1900-2059,Perez - Lucero Josue,1CCO3/302,ICC
25211,ICCS 262,Intercom. y Seguridad en Redes,OO4,V,1900-2059,Perez - Lucero Josue,1CCO3/302,ICC
25225,ICCS 262,Intercom. y Seguridad en Redes,OO5,L,1900-1959,Garcia - Hernandez Roberto DE Jesus,1CCO4/401,ICC
25225,ICCS 262,Intercom. y Seguridad en Redes,OO5,M,1900-2059,Garcia - Hernandez Roberto DE Jesus,1CCO4/401,ICC
25225,ICCS 262,Intercom. y Seguridad en Redes,OO5,V,1900-2059,Garcia - Hernandez Roberto DE Jesus,1CCO4/401,ICC
25251,ICCS 602,Introduccion a los Compiladore,OO1,A,1100-1259,Castillo - Zacatelco Hilda,1CCO4/203,ICC
25251,ICCS 602,Introduccion a los Compiladore,OO1,J,1100-1259,Castillo - Zacatelco Hilda,1CCO5/107,ICC
25251,ICCS 602,Introduccion a los Compiladore,OO1,L,1200-1259,Castillo - Zacatelco Hilda,1CCO4/204,ICC
42764,ICCS 608,Investigacion de Operaciones,OO1,L,1900-1959,Montalvo - Montalvo Nancy,1CCO4/101,ICC
42764,ICCS 608,Investigacion de Operaciones,OO1,MV,1900-2059,Montalvo - Montalvo Nancy,1CCO4/101,ICC
20016,FGUS 007,Lengua Extranjera IV,101,M,0900-1059,Chavez - Heredia Claudia,1CCO1/002,ICC
20016,FGUS 007,Lengua Extranjera IV,101,V,0900-1059,Chavez - Heredia Claudia,1CCO4/102,ICC
26429,FGUS 007,Lengua Extranjera IV,102,M,0700-0859,Chavez - Heredia Claudia,1CCO4/101,ICC
26429,FGUS 007,Lengua Extranjera IV,102,V,0700-0859,Chavez - Heredia Claudia,1CCO4/101,ICC
26434,FGUS 007,Lengua Extranjera IV,103,M,1100-1259,Diaz - Garcia Elvira Claudia,1CCO1/003,ICC
26434,FGUS 007,Lengua Extranjera IV,103,V,1100-1259,Diaz - Garcia Elvira Claudia,1CCO1/005,ICC
26437,FGUS 007,Lengua Extranjera IV,104,A,1500-1659,Salazar - Perez Sergio,1CCO1/005,ICC
26437,FGUS 007,Lengua Extranjera IV,104,J,1500-1659,Salazar - Perez Sergio,1CCO1/005,ICC
26441,FGUS 007,Lengua Extranjera IV,105,A,1300-1459,Bravo - Fuentes Maria DE Lourdes,1CCO4/401,ICC
26441,FGUS 007,Lengua Extranjera IV,105,J,1300-1459,Bravo - Fuentes Maria DE Lourdes,1CCO4/401,ICC
26443,FGUS 007,Lengua Extranjera IV,106,M,1500-1659,Hernandez - Mendoza Minerva,1CCO1/004,ICC
26443,FGUS 007,Lengua Extranjera IV,106,V,1500-1659,Hernandez - Mendoza Minerva,1CCO1/004,ICC
26457,FGUS 007,Lengua Extranjera IV,107,A,0700-0859,Chavez - Heredia Claudia,1CCO4/201,ICC
26457,FGUS 007,Lengua Extranjera IV,107,J,0700-0859,Chavez - Heredia Claudia,1CCO4/201,ICC
26461,FGUS 007,Lengua Extranjera IV,108,M,0900-1059,Cruz - Lopez Maria Silvia Concepcion,1CCO4/103,ICC
26461,FGUS 007,Lengua Extranjera IV,108,V,0900-1059,Cruz - Lopez Maria Silvia Concepcion,1CCO4/103,ICC
25259,ICCS 603,Lenguajes de Programacion,OO1,A,1300-1459,Montalvo - Montalvo Nancy,1CCO4/103,ICC
25259,ICCS 603,Lenguajes de Programacion,OO1,J,1300-1459,Montalvo - Montalvo Nancy,1CCO4/104,ICC
25259,ICCS 603,Lenguajes de Programacion,OO1,L,1400-1459,Montalvo - Montalvo Nancy,1CCO4/103,ICC
25276,ICCS 605,Maquinas de Aprendizaje,OO1,A,1100-1259,Olmos - Pineda Ivan,1CCO2/208,ICC
25276,ICCS 605,Maquinas de Aprendizaje,OO1,J,1100-1259,Olmos - Pineda Ivan,1CCO4/103,ICC
25276,ICCS 605,Maquinas de Aprendizaje,OO1,L,1200-1259,Olmos - Pineda Ivan,1CCO4/303,ICC
25237,ICCS 600,Metodos Numericos,OO1,L,1100-1159,Vazquez - Flores Jose Andres,1CCO4/204,ICC
25237,ICCS 600,Metodos Numericos,OO1,M,1100-1259,Vazquez - Flores Jose Andres,1CCO4/203,ICC
25237,ICCS 600,Metodos Numericos,OO1,V,1100-1259,Vazquez - Flores Jose Andres,1CCO4/203,ICC
25873,ICCS 257,Mineria de Datos,OO1,A,0700-0859,Martinez - Guzman Gerardo,1CCO4/206,ICC
25873,ICCS 257,Mineria de Datos,OO1,J,0700-0859,Martinez - Guzman Gerardo,1CCO4/206,ICC
25873,ICCS 257,Mineria de Datos,OO1,L,0800-0859,Martinez - Guzman Gerardo,1CCO4/206,ICC
25880,ICCS 257,Mineria de Datos,OO2,L,0900-0959,Acosta - Ruiz Samantha,1CCO1/004,ICC
25880,ICCS 257,Mineria de Datos,OO2,M,0900-1059,Acosta - Ruiz Samantha,1CCO1/004,ICC
25880,ICCS 257,Mineria de Datos,OO2,V,0900-1059,Acosta - Ruiz Samantha,1CCO2/207,ICC
25886,ICCS 257,Mineria de Datos,OO3,A,1700-1859,Ayaquica - Martinez Irene Olaya,1CCO2/207,ICC
25886,ICCS 257,Mineria de Datos,OO3,J,1700-1859,Ayaquica - Martinez Irene Olaya,1CCO2/207,ICC
25886,ICCS 257,Mineria de Datos,OO3,L,1800-1859,Ayaquica - Martinez Irene Olaya,1CCO2/207,ICC
26045,ICCS 257,Mineria de Datos,OO4,L,1100-1159,Beltran - Martinez Beatriz,1CCO2/208,ICC
26045,ICCS 257,Mineria de Datos,OO4,M,1100-1259,Beltran - Martinez Beatriz,1CCO2/208,ICC
26045,ICCS 257,Mineria de Datos,OO4,V,1100-1259,Beltran - Martinez Beatriz,1CCO2/208,ICC
26049,ICCS 257,Mineria de Datos,OO5,L,0700-0759,Melendez - Teodoro Augusto,1CCO2/208,ICC
26049,ICCS 257,Mineria de Datos,OO5,M,0700-0859,Melendez - Teodoro Augusto,1CCO2/208,ICC
26049,ICCS 257,Mineria de Datos,OO5,V,0700-0859,Melendez - Teodoro Augusto,1CCO1/005,ICC
26056,ICCS 257,Mineria de Datos,OO6,A,0900-1059,Melendez - Teodoro Augusto,1CCO4/203,ICC
26056,ICCS 257,Mineria de Datos,OO6,J,0900-1059,Melendez - Teodoro Augusto,1CCO3/114,ICC
26056,ICCS 257,Mineria de Datos,OO6,L,1000-1059,Melendez - Teodoro Augusto,1CCO4/203,ICC
26059,ICCS 257,Mineria de Datos,OO7,A,0700-0859,Sanchez - Lopez Abraham,1CCO2/208,ICC
26059,ICCS 257,Mineria de Datos,OO7,J,0700-0859,Sanchez - Lopez Abraham,1CCO2/208,ICC
26059,ICCS 257,Mineria de Datos,OO7,L,0800-0859,Sanchez - Lopez Abraham,1CCO2/208,ICC
26097,ICCS 259,Modelo de Redes,OO1,A,0700-0859,Colorado - Jimenez Guillermo,1CCO3/302,ICC
26097,ICCS 259,Modelo de Redes,OO1,J,0700-0859,Colorado - Jimenez Guillermo,1CCO1/002,ICC
26097,ICCS 259,Modelo de Redes,OO1,L,0800-0859,Colorado - Jimenez Guillermo,1CCO1/002,ICC
26103,ICCS 259,Modelo de Redes,OO2,L,0900-0959,Romero - Hernandez Yeiny,1CCO1/002,ICC
26103,ICCS 259,Modelo de Redes,OO2,M,0900-1059,Romero - Hernandez Yeiny,1CCO3/302,ICC
26103,ICCS 259,Modelo de Redes,OO2,V,0900-1059,Romero - Hernandez Yeiny,1CCO1/002,ICC
26108,ICCS 259,Modelo de Redes,OO3,A,1300-1459,Sanchez - Roman Guillermina,1CCO3/302,ICC
26108,ICCS 259,Modelo de Redes,OO3,J,1300-1459,Sanchez - Roman Guillermina,1CCO1/002,ICC
26108,ICCS 259,Modelo de Redes,OO3,L,1400-1459,Sanchez - Roman Guillermina,1CCO1/002,ICC
26115,ICCS 259,Modelo de Redes,OO4,A,1100-1259,Larios - Gomez Mariano,1CCO3/302,ICC
26115,ICCS 259,Modelo de Redes,OO4,J,1100-1259,Larios - Gomez Mariano,1CCO1/004,ICC
26115,ICCS 259,Modelo de Redes,OO4,L,1200-1259,Larios - Gomez Mariano,1CCO1/004,ICC
26118,ICCS 259,Modelo de Redes,OO5,A,1100-1259,Bautista - Lopez Veronica Edith,1CCO3/303,ICC
26118,ICCS 259,Modelo de Redes,OO5,J,1100-1259,Bautista - Lopez Veronica Edith,1CCO5/202,ICC
26118,ICCS 259,Modelo de Redes,OO5,L,1200-1259,Bautista - Lopez Veronica Edith,1CCO3/303,ICC
25764,CCOS 251,Probabilidad y Estadistica,OO1,L,0900-0959,Contreras - Juarez Roberto,1CCO4/305,ICC
25764,CCOS 251,Probabilidad y Estadistica,OO1,M,0900-1059,Contreras - Juarez Roberto,1CCO4/305,ICC
25764,CCOS 251,Probabilidad y Estadistica,OO1,V,0900-1059,Contreras - Juarez Roberto,1CCO4/305,ICC
25769,CCOS 251,Probabilidad y Estadistica,OO2,L,1300-1359,Palomino - Jimenez Carlos,1CCO4/305,ICC
25769,CCOS 251,Probabilidad y Estadistica,OO2,M,1300-1459,Palomino - Jimenez Carlos,1CCO4/305,ICC
25769,CCOS 251,Probabilidad y Estadistica,OO2,V,1300-1459,Palomino - Jimenez Carlos,1CCO4/305,ICC
25777,CCOS 251,Probabilidad y Estadistica,OO4,A,0900-1059,Garcia - Juarez Pedro,1CCO4/201,ICC
25777,CCOS 251,Probabilidad y Estadistica,OO4,J,0900-1059,Garcia - Juarez Pedro,1CCO4/201,ICC
25777,CCOS 251,Probabilidad y Estadistica,OO4,L,1000-1059,Garcia - Juarez Pedro,1CCO4/201,ICC
25782,CCOS 251,Probabilidad y Estadistica,OO5,A,0700-0859,Dawe - Gonzalez Arturo Alejandro,1CCO5/201,ICC
25782,CCOS 251,Probabilidad y Estadistica,OO5,J,0700-0859,Dawe - Gonzalez Arturo Alejandro,1CCO5/201,ICC
25782,CCOS 251,Probabilidad y Estadistica,OO5,L,0800-0859,Dawe - Gonzalez Arturo Alejandro,1CCO5/201,ICC
25808,CCOS 251,Probabilidad y Estadistica,OO9,L,0700-0759,Romero - Tehuitzil Olivia,1CCO4/301,ICC
25808,CCOS 251,Probabilidad y Estadistica,OO9,M,0700-0859,Romero - Tehuitzil Olivia,1CCO4/301,ICC
25808,CCOS 251,Probabilidad y Estadistica,OO9,V,0700-0859,Romero - Tehuitzil Olivia,1CCO4/301,ICC
25065,CCOS 608,Proces.Digital de Imagenes,OO1,L,0900-0959,Marcial - Castillo Luis Rene,1CCO4/101,ICC
25065,CCOS 608,Proces.Digital de Imagenes,OO1,M,0900-1059,Marcial - Castillo Luis Rene,1CCO4/101,ICC
25065,CCOS 608,Proces.Digital de Imagenes,OO1,V,0900-1059,Marcial - Castillo Luis Rene,1CCO4/101,ICC
25071,CCOS 608,Proces.Digital de Imagenes,OO2,L,1100-1159,Orato - Ramirez Jose Martin,1CCO4/203,ICC
25071,CCOS 608,Proces.Digital de Imagenes,OO2,M,1100-1259,Orato - Ramirez Jose Martin,1CCO1/004,ICC
25071,CCOS 608,Proces.Digital de Imagenes,OO2,V,1100-1259,Orato - Ramirez Jose Martin,1CCO3/101,ICC
25079,CCOS 608,Proces.Digital de Imagenes,OO3,A,1700-1859,Salazar - Martinez Hilario,1CCO3/101,ICC
25079,CCOS 608,Proces.Digital de Imagenes,OO3,J,1700-1859,Salazar - Martinez Hilario,1CCO4/201,ICC
25079,CCOS 608,Proces.Digital de Imagenes,OO3,L,1800-1859,Salazar - Martinez Hilario,1CCO4/201,ICC
25088,CCOS 608,Proces.Digital de Imagenes,OO4,A,0700-0859,Olmos - Pineda Ivan,1CCO4/307,ICC
25088,CCOS 608,Proces.Digital de Imagenes,OO4,J,0700-0859,Olmos - Pineda Ivan,1CCO4/203,ICC
25088,CCOS 608,Proces.Digital de Imagenes,OO4,L,0800-0859,Olmos - Pineda Ivan,1CCO4/307,ICC
25096,CCOS 608,Proces.Digital de Imagenes,OO5,A,0900-1059,Olvera - Lopez Jose Arturo,1CCO4/304,ICC
25096,CCOS 608,Proces.Digital de Imagenes,OO5,J,0900-1059,Olvera - Lopez Jose Arturo,1CCO4/403,ICC
25096,CCOS 608,Proces.Digital de Imagenes,OO5,L,1000-1059,Olvera - Lopez Jose Arturo,1CCO4/403,ICC
25581,ICCS 251,Progra. Concurrente y Paralela,OO1,L,1100-1159,Ceron - Garnica Carmen,1CCO3/104,ICC
25581,ICCS 251,Progra. Concurrente y Paralela,OO1,M,1100-1259,Ceron - Garnica Carmen,1CCO3/104,ICC
25581,ICCS 251,Progra. Concurrente y Paralela,OO1,V,1100-1259,Ceron - Garnica Carmen,1CCO1/003,ICC
25584,ICCS 251,Progra. Concurrente y Paralela,OO2,L,1500-1559,Salazar - Martinez Hilario,1CCO1/002,ICC
25584,ICCS 251,Progra. Concurrente y Paralela,OO2,M,1500-1659,Salazar - Martinez Hilario,1CCO1/002,ICC
25584,ICCS 251,Progra. Concurrente y Paralela,OO2,V,1500-1659,Salazar - Martinez Hilario,1CCO4/307,ICC
25589,ICCS 251,Progra. Concurrente y Paralela,OO3,A,1500-1659,Larios - Gomez Mariano,1CCO3/104,ICC
25589,ICCS 251,Progra. Concurrente y Paralela,OO3,J,1500-1659,Larios - Gomez Mariano,1CCO1/003,ICC
25589,ICCS 251,Progra. Concurrente y Paralela,OO3,L,1600-1659,Larios - Gomez Mariano,1CCO1/003,ICC
25609,ICCS 251,Progra. Concurrente y Paralela,OO4,A,0700-0859,Aguilar - Rico Adolfo,1CCO4/101,ICC
25609,ICCS 251,Progra. Concurrente y Paralela,OO4,J,0700-0859,Aguilar - Rico Adolfo,1CCO4/307,ICC
25609,ICCS 251,Progra. Concurrente y Paralela,OO4,L,0800-0859,Aguilar - Rico Adolfo,1CCO4/101,ICC
25622,ICCS 251,Progra. Concurrente y Paralela,OO5,L,1300-1359,Rossainz - Lopez Mario,1CCO3/104,ICC
25622,ICCS 251,Progra. Concurrente y Paralela,OO5,M,1300-1459,Rossainz - Lopez Mario,1CCO4/104,ICC
25622,ICCS 251,Progra. Concurrente y Paralela,OO5,V,1300-1459,Rossainz - Lopez Mario,1CCO3/104,ICC
25628,ICCS 251,Progra. Concurrente y Paralela,OO6,L,1300-1359,Contreras - Gonzalez Meliza,1CCO4/307,ICC
25628,ICCS 251,Progra. Concurrente y Paralela,OO6,M,1300-1459,Contreras - Gonzalez Meliza,1CCO1/004,ICC
25628,ICCS 251,Progra. Concurrente y Paralela,OO6,V,1300-1459,Contreras - Gonzalez Meliza,1CCO4/307,ICC
25642,ICCS 252,Programacion Distribuida Aplic,OO1,L,0900-0959,Mendoza - Rojas Angel Omar,1CCO4/204,ICC
25642,ICCS 252,Programacion Distribuida Aplic,OO1,M,0900-1059,Mendoza - Rojas Angel Omar,1CCO4/204,ICC
25642,ICCS 252,Programacion Distribuida Aplic,OO1,V,0900-1059,Mendoza - Rojas Angel Omar,1CCO4/307,ICC
25646,ICCS 252,Programacion Distribuida Aplic,OO2,L,1300-1359,Ceron - Garnica Carmen,1CCO4/201,ICC
25646,ICCS 252,Programacion Distribuida Aplic,OO2,M,1300-1459,Ceron - Garnica Carmen,1CCO4/201,ICC
25646,ICCS 252,Programacion Distribuida Aplic,OO2,V,1300-1459,Ceron - Garnica Carmen,1CCO4/308,ICC
25650,ICCS 252,Programacion Distribuida Aplic,OO3,L,1500-1559,Lopez - Poblano Gilberto,1CCO4/202,ICC
25650,ICCS 252,Programacion Distribuida Aplic,OO3,M,1500-1659,Lopez - Poblano Gilberto,1CCO4/202,ICC
25650,ICCS 252,Programacion Distribuida Aplic,OO3,V,1500-1659,Lopez - Poblano Gilberto,1CCO4/403,ICC
25655,ICCS 252,Programacion Distribuida Aplic,OO4,L,1500-1559,Mendoza - Olguin Gustavo Emilio,1CCO4/104,ICC
25655,ICCS 252,Programacion Distribuida Aplic,OO4,M,1500-1659,Mendoza - Olguin Gustavo Emilio,1CCO3/114,ICC
25655,ICCS 252,Programacion Distribuida Aplic,OO4,V,1500-1659,Mendoza - Olguin Gustavo Emilio,1CCO4/104,ICC
25660,ICCS 252,Programacion Distribuida Aplic,OO5,A,0900-1059,Mendoza - Rojas Angel Omar,1CCO4/308,ICC
25660,ICCS 252,Programacion Distribuida Aplic,OO5,J,0900-1059,Mendoza - Rojas Angel Omar,1CCO4/103,ICC
25660,ICCS 252,Programacion Distribuida Aplic,OO5,L,1000-1059,Mendoza - Rojas Angel Omar,1CCO4/308,ICC
40200,ICCS 252,Programacion Distribuida Aplic,OO7,A,1100-1259,Mendoza - Olguin Gustavo Emilio,1CCO3/114,ICC
40200,ICCS 252,Programacion Distribuida Aplic,OO7,J,1100-1259,Mendoza - Olguin Gustavo Emilio,1CCO4/102,ICC
40200,ICCS 252,Programacion Distribuida Aplic,OO7,L,1200-1259,Mendoza - Olguin Gustavo Emilio,1CCO4/308,ICC
26133,IDDS 002,Proyectos I + D I,101,A,0700-0859,Romero - Valdez Maria DEL Carmen,1CCO4/102,ICC
26133,IDDS 002,Proyectos I + D I,101,J,0700-0859,Romero - Valdez Maria DEL Carmen,1CCO4/102,ICC
26140,IDDS 002,Proyectos I + D I,102,A,0900-1059,Perez DE Celis - Herrero Maria DE LA Concepcion,1CCO4/101,ICC
26140,IDDS 002,Proyectos I + D I,102,J,0900-1059,Perez DE Celis - Herrero Maria DE LA Concepcion,1CCO4/101,ICC
26147,IDDS 002,Proyectos I + D I,103,A,1300-1459,Santiago - Diaz Maria DEL Carmen,1CCO5/203,ICC
26147,IDDS 002,Proyectos I + D I,103,J,1300-1459,Santiago - Diaz Maria DEL Carmen,1CCO5/203,ICC
26149,IDDS 002,Proyectos I + D I,104,M,1300-1459,Acosta - Ruiz Samantha,1CCO4/204,ICC
26149,IDDS 002,Proyectos I + D I,104,V,1300-1459,Acosta - Ruiz Samantha,1CCO4/204,ICC
26156,IDDS 002,Proyectos I + D I,105,A,1300-1459,Archundia - Sierra Etelvina,1CCO4/303,ICC
26156,IDDS 002,Proyectos I + D I,105,J,1300-1459,Archundia - Sierra Etelvina,1CCO4/303,ICC
26162,IDDS 002,Proyectos I + D I,106,A,1700-1859,Carrillo - Ruiz Maya,1CCO4/103,ICC
26162,IDDS 002,Proyectos I + D I,106,J,1700-1859,Carrillo - Ruiz Maya,1CCO4/103,ICC
26170,IDDS 002,Proyectos I + D I,107,M,1500-1659,Rosales - Lopez Karina,1CCO4/401,ICC
26170,IDDS 002,Proyectos I + D I,107,V,1500-1659,Rosales - Lopez Karina,1CCO4/401,ICC
26292,CCOS 264,Recuperacion de la Informacion,OO1,A,1500-1659,Carrillo - Ruiz Maya,1CCO3/114,ICC
