nrc,clave,materia,seccion,profesor,programa,edificio,aula,dia_codigo,dia_orden,inicio,fin,minutos,cruzada
25752,ICCS 253,Diseno Digital,OO5,Mantilla - Narvaez Lilia,ICC,1CCO3,309,V,5,13:00:00,14:59:00,119,False
25755,ICCS 253,Diseno Digital,OO6,Chavira - Martinez Elsa,ICC,1CCO4,103,A,2,11:00:00,12:59:00,119,False
25755,ICCS 253,Diseno Digital,OO6,Chavira - Martinez Elsa,ICC,1CCO3,310,J,4,11:00:00,12:59:00,119,False
25755,ICCS 253,Diseno Digital,OO6,Chavira - Martinez Elsa,ICC,1CCO4,103,L,1,12:00:00,12:59:00,59,False
26206,ISCC 200,Dllo. de Aplicaciones Moviles,OO1,Mendez - Sanchez Luis Yael,ICC,1CCO3,109,L,1,11:00:00,11:59:00,59,False
26206,ISCC 200,Dllo. de Aplicaciones Moviles,OO1,Mendez - Sanchez Luis Yael,ICC,1CCO3,109,M,3,11:00:00,12:59:00,119,False
26206,ISCC 200,Dllo. de Aplicaciones Moviles,OO1,Mendez - Sanchez Luis Yael,ICC,1CCO4,308,V,5,11:00:00,12:59:00,119,False
26214,ISCC 200,Dllo. de Aplicaciones Moviles,OO2,Sanchez - Lopez Abraham,ICC,1CCO4,102,L,1,13:00:00,13:59:00,59,False
26214,ISCC 200,Dllo. de Aplicaciones Moviles,OO2,Sanchez - Lopez Abraham,ICC,1CCO4,102,M,3,13:00:00,14:59:00,119,False
26214,ISCC 200,Dllo. de Aplicaciones Moviles,OO2,Sanchez - Lopez Abraham,ICC,1CCO4,404,V,5,13:00:00,14:59:00,119,False
26227,ISCC 200,Dllo. de Aplicaciones Moviles,OO3,Mendez - Sanchez Luis Yael,ICC,1CCO4,305,L,1,15:00:00,15:59:00,59,False
26227,ISCC 200,Dllo. de Aplicaciones Moviles,OO3,Mendez - Sanchez Luis Yael,ICC,1CCO4,303,M,3,15:00:00,16:59:00,119,False
26227,ISCC 200,Dllo. de Aplicaciones Moviles,OO3,Mendez - Sanchez Luis Yael,ICC,1CCO3,101,V,5,15:00:00,16:59:00,119,False
26248,ISCC 200,Dllo. de Aplicaciones Moviles,OO4,Vargas - Lomeli Miguel Angel,ICC,1CCO4,308,A,2,15:00:00,16:59:00,119,False
26248,ISCC 200,Dllo. de Aplicaciones Moviles,OO4,Vargas - Lomeli Miguel Angel,ICC,1CCO4,304,J,4,15:00:00,16:59:00,119,False
26248,ISCC 200,Dllo. de Aplicaciones Moviles,OO4,Vargas - Lomeli Miguel Angel,ICC,1CCO4,304,L,1,16:00:00,16:59:00,59,False
26267,ISCC 200,Dllo. de Aplicaciones Moviles,OO5,Toriz - Palacios Alfredo,ICC,1CCO4,203,L,1,09:00:00,09:59:00,59,False
26267,ISCC 200,Dllo. de Aplicaciones Moviles,OO5,Toriz - Palacios Alfredo,ICC,1CCO4,403,M,3,09:00:00,10:59:00,119,False
26267,ISCC 200,Dllo. de Aplicaciones Moviles,OO5,Toriz - Palacios Alfredo,ICC,1CCO4,204,V,5,09:00:00,10:59:00,119,False
25497,ICCS 006,Ecuaciones Diferenciales,OO2,Reyes - Garces LUZ DEL Carmen,ICC,1CCO4,305,A,2,07:00:00,08:59:00,119,False
25497,ICCS 006,Ecuaciones Diferenciales,OO2,Reyes - Garces LUZ DEL Carmen,ICC,1CCO4,305,J,4,07:00:00,08:59:00,119,False
25497,ICCS 006,Ecuaciones Diferenciales,OO2,Reyes - Garces LUZ DEL Carmen,ICC,1CCO4,305,L,1,08:00:00,08:59:00,59,False
25503,ICCS 006,Ecuaciones Diferenciales,OO4,Hernandez - Hernandez Maria DEL Rosario,ICC,1CCO5,202,L,1,13:00:00,13:59:00,59,False
25503,ICCS 006,Ecuaciones Diferenciales,OO4,Hernandez - Hernandez Maria DEL Rosario,ICC,1CCO5,202,M,3,13:00:00,14:59:00,119,False
25503,ICCS 006,Ecuaciones Diferenciales,OO4,Hernandez - Hernandez Maria DEL Rosario,ICC,1CCO5,202,V,5,13:00:00,14:59:00,119,False
25513,ICCS 006,Ecuaciones Diferenciales,OO5,Robles - Mendoza Francisco Javier,ICC,1CCO5,203,A,2,11:00:00,12:59:00,119,False
25513,ICCS 006,Ecuaciones Diferenciales,OO5,Robles - Mendoza Francisco Javier,ICC,1CCO5,203,J,4,11:00:00,12:59:00,119,False
25513,ICCS 006,Ecuaciones Diferenciales,OO5,Robles - Mendoza Francisco Javier,ICC,1CCO5,203,L,1,12:00:00,12:59:00,59,False
25520,ICCS 006,Ecuaciones Diferenciales,OO7,Reyes - Garces LUZ DEL Carmen,ICC,1CCO4,304,L,1,09:00:00,09:59:00,59,False
25520,ICCS 006,Ecuaciones Diferenciales,OO7,Reyes - Garces LUZ DEL Carmen,ICC,1CCO4,304,M,3,09:00:00,10:59:00,119,False
25520,ICCS 006,Ecuaciones Diferenciales,OO7,Reyes - Garces LUZ DEL Carmen,ICC,1CCO4,401,V,5,09:00:00,10:59:00,119,False
25627,CCOS 013,Estructuras de Datos,O11,Rossainz - Lopez Mario,ICC,1CCO4,404,L,1,11:00:00,11:59:00,59,False
25627,CCOS 013,Estructuras de Datos,O11,Rossainz - Lopez Mario,ICC,1CCO4,404,M,3,11:00:00,12:59:00,119,False
25627,CCOS 013,Estructuras de Datos,O11,Rossainz - Lopez Mario,ICC,1CCO4,301,V,5,11:00:00,12:59:00,119,False
25561,CCOS 013,Estructuras de Datos,OO2,Vera - Cervantes Eugenia Erica,ICC,1CCO1,001,L,1,07:00:00,07:59:00,59,False
25561,CCOS 013,Estructuras de Datos,OO2,Vera - Cervantes Eugenia Erica,ICC,1CCO1,001,M,3,07:00:00,08:59:00,119,False
25561,CCOS 013,Estructuras de Datos,OO2,Vera - Cervantes Eugenia Erica,ICC,1CCO4,403,V,5,07:00:00,08:59:00,119,False
25565,CCOS 013,Estructuras de Datos,OO3,Santiago - Diaz Maria DEL Carmen,ICC,1CCO1,002,A,2,09:00:00,10:59:00,119,False
25565,CCOS 013,Estructuras de Datos,OO3,Santiago - Diaz Maria DEL Carmen,ICC,1CCO3,109,J,4,09:00:00,10:59:00,119,False
25565,CCOS 013,Estructuras de Datos,OO3,Santiago - Diaz Maria DEL Carmen,ICC,1CCO1,002,L,1,10:00:00,10:59:00,59,False
25588,CCOS 013,Estructuras de Datos,OO5,Valdes - Amaro Daniel Alejandro,ICC,1CCO1,001,A,2,13:00:00,14:59:00,119,False
25588,CCOS 013,Estructuras de Datos,OO5,Valdes - Amaro Daniel Alejandro,ICC,1CCO3,109,J,4,13:00:00,14:59:00,119,False
25588,CCOS 013,Estructuras de Datos,OO5,Valdes - Amaro Daniel Alejandro,ICC,1CCO1,001,L,1,14:00:00,14:59:00,59,False
25600,CCOS 013,Estructuras de Datos,OO7,Altamirano - Robles Luis Carlos,ICC,1CCO4,402,L,1,15:00:00,15:59:00,59,False
25600,CCOS 013,Estructuras de Datos,OO7,Altamirano - Robles Luis Carlos,ICC,1CCO4,402,M,3,15:00:00,16:59:00,119,False
25600,CCOS 013,Estructuras de Datos,OO7,Altamirano - Robles Luis Carlos,ICC,1CCO3,109,V,5,15:00:00,16:59:00,119,False
25604,CCOS 013,Estructuras de Datos,OO8,Bello - Lopez Pedro,ICC,1CCO4,403,A,2,09:00:00,10:59:00,119,False
25604,CCOS 013,Estructuras de Datos,OO8,Bello - Lopez Pedro,ICC,1CCO4,102,J,4,09:00:00,10:59:00,119,False
25604,CCOS 013,Estructuras de Datos,OO8,Bello - Lopez Pedro,ICC,1CCO4,401,L,1,10:00:00,10:59:00,59,False
26226,CCOS 261,Graficacion,O1O,Altamirano - Robles Luis Carlos,ICC,1CCO2,208,A,2,15:00:00,16:59:00,119,False
26226,CCOS 261,Graficacion,O1O,Altamirano - Robles Luis Carlos,ICC,1CCO4,402,J,4,15:00:00,16:59:00,119,False
26226,CCOS 261,Graficacion,O1O,Altamirano - Robles Luis Carlos,ICC,1CCO2,208,L,1,16:00:00,16:59:00,59,False
26137,CCOS 261,Graficacion,OO2,Valdes - Amaro Daniel Alejandro,ICC,1CCO5,201,L,1,13:00:00,13:59:00,59,False
26137,CCOS 261,Graficacion,OO2,Valdes - Amaro Daniel Alejandro,ICC,1CCO3,101,M,3,13:00:00,14:59:00,119,False
26137,CCOS 261,Graficacion,OO2,Valdes - Amaro Daniel Alejandro,ICC,1CCO5,201,V,5,13:00:00,14:59:00,119,False
26142,CCOS 261,Graficacion,OO3,Orato - Ramirez Jose Martin,ICC,1CCO5,201,A,2,11:00:00,12:59:00,119,False
26142,CCOS 261,Graficacion,OO3,Orato - Ramirez Jose Martin,ICC,1CCO3,104,J,4,11:00:00,12:59:00,119,False
26142,CCOS 261,Graficacion,OO3,Orato - Ramirez Jose Martin,ICC,1CCO5,201,L,1,12:00:00,12:59:00,59,False
26159,CCOS 261,Graficacion,OO4,Valdes - Amaro Daniel Alejandro,ICC,1CCO4,305,A,2,15:00:00,16:59:00,119,False
26159,CCOS 261,Graficacion,OO4,Valdes - Amaro Daniel Alejandro,ICC,1CCO3,104,J,4,15:00:00,16:59:00,119,False
26159,CCOS 261,Graficacion,OO4,Valdes - Amaro Daniel Alejandro,ICC,1CCO4,305,L,1,16:00:00,16:59:00,59,False
26183,CCOS 261,Graficacion,OO6,Ayaquica - Martinez Irene Olaya,ICC,1CCO3,104,L,1,15:00:00,15:59:00,59,False
26183,CCOS 261,Graficacion,OO6,Ayaquica - Martinez Irene Olaya,ICC,1CCO3,104,M,3,15:00:00,16:59:00,119,False
26183,CCOS 261,Graficacion,OO6,Ayaquica - Martinez Irene Olaya,ICC,1CCO4,201,V,5,15:00:00,16:59:00,119,False
26199,CCOS 261,Graficacion,OO7,Salazar - Martinez Hilario,ICC,1CCO3,109,L,1,17:00:00,17:59:00,59,False
26199,CCOS 261,Graficacion,OO7,Salazar - Martinez Hilario,ICC,1CCO3,109,M,3,17:00:00,18:59:00,119,False
26199,CCOS 261,Graficacion,OO7,Salazar - Martinez Hilario,ICC,1CCO4,203,V,5,17:00:00,18:59:00,119,False
26492,ISCO 200,Ingenieria de Software,OO1,DE LA Rosa - Flores Rafael,ICC,1CCO1,001,A,2,07:00:00,08:59:00,119,False
26492,ISCO 200,Ingenieria de Software,OO1,DE LA Rosa - Flores Rafael,ICC,1CCO1,001,J,4,07:00:00,08:59:00,119,False
26492,ISCO 200,Ingenieria de Software,OO1,DE LA Rosa - Flores Rafael,ICC,1CCO1,001,L,1,08:00:00,08:59:00,59,False
26497,ISCO 200,Ingenieria de Software,OO2,Martinez - Miron Erika Annabel,ICC,1CCO1,001,A,2,09:00:00,10:59:00,119,False
26497,ISCO 200,Ingenieria de Software,OO2,Martinez - Miron Erika Annabel,ICC,1CCO1,001,J,4,09:00:00,10:59:00,119,False
26497,ISCO 200,Ingenieria de Software,OO2,Martinez - Miron Erika Annabel,ICC,1CCO1,001,L,1,10:00:00,10:59:00,59,False
26502,ISCO 200,Ingenieria de Software,OO3,Sanchez - Roman Guillermina,ICC,1CCO5,203,L,1,13:00:00,13:59:00,59,False
26502,ISCO 200,Ingenieria de Software,OO3,Sanchez - Roman Guillermina,ICC,1CCO5,203,M,3,13:00:00,14:59:00,119,False
26502,ISCO 200,Ingenieria de Software,OO3,Sanchez - Roman Guillermina,ICC,1CCO5,203,V,5,13:00:00,14:59:00,119,False
26511,ISCO 200,Ingenieria de Software,OO4,Rodriguez - Bernal Fernando,ICC,1CCO5,203,A,2,15:00:00,16:59:00,119,False
26511,ISCO 200,Ingenieria de Software,OO4,Rodriguez - Bernal Fernando,ICC,1CCO5,203,J,4,15:00:00,16:59:00,119,False
26511,ISCO 200,Ingenieria de Software,OO4,Rodriguez - Bernal Fernando,ICC,1CCO5,203,L,1,16:00:00,16:59:00,59,False
26516,ISCO 200,Ingenieria de Software,OO5,Rosales - Lopez Karina,ICC,1CCO1,001,L,1,13:00:00,13:59:00,59,False
26516,ISCO 200,Ingenieria de Software,OO5,Rosales - Lopez Karina,ICC,1CCO1,005,M,3,13:00:00,14:59:00,119,False
26516,ISCO 200,Ingenieria de Software,OO5,Rosales - Lopez Karina,ICC,1CCO2,208,V,5,13:00:00,14:59:00,119,False
26522,ISCO 200,Ingenieria de Software,OO6,Rodriguez - Bernal Fernando,ICC,1CCO4,101,A,2,19:00:00,20:59:00,119,False
26522,ISCO 200,Ingenieria de Software,OO6,Rodriguez - Bernal Fernando,ICC,1CCO4,101,J,4,19:00:00,20:59:00,119,False
26522,ISCO 200,Ingenieria de Software,OO6,Rodriguez - Bernal Fernando,ICC,1CCO4,101,L,1,20:00:00,20:59:00,59,False
26527,ISCO 200,Ingenieria de Software,OO7,Martinez - Miron Erika Annabel,ICC,1CCO4,303,L,1,09:00:00,09:59:00,59,False
26527,ISCO 200,Ingenieria de Software,OO7,Martinez - Miron Erika Annabel,ICC,1CCO4,303,M,3,09:00:00,10:59:00,119,False
26527,ISCO 200,Ingenieria de Software,OO7,Martinez - Miron Erika Annabel,ICC,1CCO4,303,V,5,09:00:00,10:59:00,119,False
26337,CCOS 601,Ingenieria de Software Avanzad,OO1,Roman - Flores Alberto,ICC,1CCO5,202,A,2,15:00:00,16:59:00,119,False
26337,CCOS 601,Ingenieria de Software Avanzad,OO1,Roman - Flores Alberto,ICC,1CCO2,208,J,4,15:00:00,16:59:00,119,False
26337,CCOS 601,Ingenieria de Software Avanzad,OO1,Roman - Flores Alberto,ICC,1CCO3,101,L,1,16:00:00,16:59:00,59,False
26377,CCOS 607,Interaccion Humano Computadora,OO1,Rivera - Martinez Marcela,ICC,1CCO4,103,L,1,09:00:00,09:59:00,59,False
26377,CCOS 607,Interaccion Humano Computadora,OO1,Rivera - Martinez Marcela,ICC,1CCO3,114,M,3,09:00:00,10:59:00,119,False
26377,CCOS 607,Interaccion Humano Computadora,OO1,Rivera - Martinez Marcela,ICC,1CCO1,004,V,5,09:00:00,10:59:00,119,False
26384,CCOS 607,Interaccion Humano Computadora,OO2,Archundia - Sierra Etelvina,ICC,1CCO1,005,A,2,11:00:00,12:59:00,119,False
26384,CCOS 607,Interaccion Humano Computadora,OO2,Archundia - Sierra Etelvina,ICC,1CCO3,109,J,4,11:00:00,12:59:00,119,False
26384,CCOS 607,Interaccion Humano Computadora,OO2,Archundia - Sierra Etelvina,ICC,1CCO1,005,L,1,12:00:00,12:59:00,59,False
25054,CCOS 607,Interaccion Humano Computadora,OO3,Ayaquica - Martinez Irene Olaya,ICC,1CCO2,208,L,1,17:00:00,17:59:00,59,False
25054,CCOS 607,Interaccion Humano Computadora,OO3,Ayaquica - Martinez Irene Olaya,ICC,1CCO4,103,M,3,17:00:00,18:59:00,119,False
25054,CCOS 607,Interaccion Humano Computadora,OO3,Ayaquica - Martinez Irene Olaya,ICC,1CCO2,208,V,5,17:00:00,18:59:00,119,False
25181,ICCS 262,Intercom. y Seguridad en Redes,OO1,Chavira - Martinez Elsa,ICC,1CCO4,303,L,1,11:00:00,11:59:00,59,False
25181,ICCS 262,Intercom. y Seguridad en Redes,OO1,Chavira - Martinez Elsa,ICC,1CCO4,303,M,3,11:00:00,12:59:00,119,False
25181,ICCS 262,Intercom. y Seguridad en Redes,OO1,Chavira - Martinez Elsa,ICC,1CCO3,303,V,5,11:00:00,12:59:00,119,False
25193,ICCS 262,Intercom. y Seguridad en Redes,OO2,Romero - Hernandez Yeiny,ICC,1CCO4,201,L,1,15:00:00,15:59:00,59,False
25193,ICCS 262,Intercom. y Seguridad en Redes,OO2,Romero - Hernandez Yeiny,ICC,1CCO4,201,M,3,15:00:00,16:59:00,119,False
25193,ICCS 262,Intercom. y Seguridad en Redes,OO2,Romero - Hernandez Yeiny,ICC,1CCO3,302,V,5,15:00:00,16:59:00,119,False
25202,ICCS 262,Intercom. y Seguridad en Redes,OO3,Zenteno - Vazquez ANA Claudia,ICC,1CCO3,301,A,2,15:00:00,16:59:00,119,False
25202,ICCS 262,Intercom. y Seguridad en Redes,OO3,Zenteno - Vazquez ANA Claudia,ICC,1CCO4,102,J,4,15:00:00,16:59:00,119,False
25202,ICCS 262,Intercom. y Seguridad en Redes,OO3,Zenteno - Vazquez ANA Claudia,ICC,1CCO4,201,L,1,16:00:00,16:59:00,59,False
25211,ICCS 262,Intercom. y Seguridad en Redes,OO4,Perez - Lucero Josue,ICC,1CCO3,302,L,1,19:00:00,19:59:00,59,False
25211,ICCS 262,Intercom. y Seguridad en Redes,OO4,Perez - Lucero Josue,ICC,1CCO3,302,M,3,19:00:00,20:59:00,119,False
25211,ICCS 262,Intercom. y Seguridad en Redes,OO4,Perez - Lucero Josue,ICC,1CCO3,302,V,5,19:00:00,20:59:00,119,False
25225,ICCS 262,Intercom. y Seguridad en Redes,OO5,Garcia - Hernandez Roberto DE Jesus,ICC,1CCO4,401,L,1,19:00:00,19:59:00,59,False
25225,ICCS 262,Intercom. y Seguridad en Redes,OO5,Garcia - Hernandez Roberto DE Jesus,ICC,1CCO4,401,M,3,19:00:00,20:59:00,119,False
25225,ICCS 262,Intercom. y Seguridad en Redes,OO5,Garcia - Hernandez Roberto DE Jesus,ICC,1CCO4,401,V,5,19:00:00,20:59:00,119,False
25251,ICCS 602,Introduccion a los Compiladore,OO1,Castillo - Zacatelco Hilda,ICC,1CCO4,203,A,2,11:00:00,12:59:00,119,False
25251,ICCS 602,Introduccion a los Compiladore,OO1,Castillo - Zacatelco Hilda,ICC,1CCO5,107,J,4,11:00:00,12:59:00,119,False
25251,ICCS 602,Introduccion a los Compiladore,OO1,Castillo - Zacatelco Hilda,ICC,1CCO4,204,L,1,12:00:00,12:59:00,59,False
42764,ICCS 608,Investigacion de Operaciones,OO1,Montalvo - Montalvo Nancy,ICC,1CCO4,101,L,1,19:00:00,19:59:00,59,False
42764,ICCS 608,Investigacion de Operaciones,OO1,Montalvo - Montalvo Nancy,ICC,1CCO4,101,M,3,19:00:00,20:59:00,119,False
42764,ICCS 608,Investigacion de Operaciones,OO1,Montalvo - Montalvo Nancy,ICC,1CCO4,101,V,5,19:00:00,20:59:00,119,False
20016,FGUS 007,Lengua Extranjera IV,101,Chavez - Heredia Claudia,ICC,1CCO1,002,M,3,09:00:00,10:59:00,119,False
20016,FGUS 007,Lengua Extranjera IV,101,Chavez - Heredia Claudia,ICC,1CCO4,102,V,5,09:00:00,10:59:00,119,False
26429,FGUS 007,Lengua Extranjera IV,102,Chavez - Heredia Claudia,ICC,1CCO4,101,M,3,07:00:00,08:59:00,119,False
26429,FGUS 007,Lengua Extranjera IV,102,Chavez - Heredia Claudia,ICC,1CCO4,101,V,5,07:00:00,08:59:00,119,False
26434,FGUS 007,Lengua Extranjera IV,103,Diaz - Garcia Elvira Claudia,ICC,1CCO1,003,M,3,11:00:00,12:59:00,119,False
26434,FGUS 007,Lengua Extranjera IV,103,Diaz - Garcia Elvira Claudia,ICC,1CCO1,005,V,5,11:00:00,12:59:00,119,False
26437,FGUS 007,Lengua Extranjera IV,104,Salazar - Perez Sergio,ICC,1CCO1,005,A,2,15:00:00,16:59:00,119,False
26437,FGUS 007,Lengua Extranjera IV,104,Salazar - Perez Sergio,ICC,1CCO1,005,J,4,15:00:00,16:59:00,119,False
26441,FGUS 007,Lengua Extranjera IV,105,Bravo - Fuentes Maria DE Lourdes,ICC,1CCO4,401,A,2,13:00:00,14:59:00,119,False
26441,FGUS 007,Lengua Extranjera IV,105,Bravo - Fuentes Maria DE Lourdes,ICC,1CCO4,401,J,4,13:00:00,14:59:00,119,False
26443,FGUS 007,Lengua Extranjera IV,106,Hernandez - Mendoza Minerva,ICC,1CCO1,004,M,3,15:00:00,16:59:00,119,False
26443,FGUS 007,Lengua Extranjera IV,106,Hernandez - Mendoza Minerva,ICC,1CCO1,004,V,5,15:00:00,16:59:00,119,False
26457,FGUS 007,Lengua Extranjera IV,107,Chavez - Heredia Claudia,ICC,1CCO4,201,A,2,07:00:00,08:59:00,119,False
26457,FGUS 007,Lengua Extranjera IV,107,Chavez - Heredia Claudia,ICC,1CCO4,201,J,4,07:00:00,08:59:00,119,False
26461,FGUS 007,Lengua Extranjera IV,108,Cruz - Lopez Maria Silvia Concepcion,ICC,1CCO4,103,M,3,09:00:00,10:59:00,119,False
26461,FGUS 007,Lengua Extranjera IV,108,Cruz - Lopez Maria Silvia Concepcion,ICC,1CCO4,103,V,5,09:00:00,10:59:00,119,False
25259,ICCS 603,Lenguajes de Programacion,OO1,Montalvo - Montalvo Nancy,ICC,1CCO4,103,A,2,13:00:00,14:59:00,119,False
25259,ICCS 603,Lenguajes de Programacion,OO1,Montalvo - Montalvo Nancy,ICC,1CCO4,104,J,4,13:00:00,14:59:00,119,False
25259,ICCS 603,Lenguajes de Programacion,OO1,Montalvo - Montalvo Nancy,ICC,1CCO4,103,L,1,14:00:00,14:59:00,59,False
25276,ICCS 605,Maquinas de Aprendizaje,OO1,Olmos - Pineda Ivan,ICC,1CCO2,208,A,2,11:00:00,12:59:00,119,False
25276,ICCS 605,Maquinas de Aprendizaje,OO1,Olmos - Pineda Ivan,ICC,1CCO4,103,J,4,11:00:00,12:59:00,119,False
25276,ICCS 605,Maquinas de Aprendizaje,OO1,Olmos - Pineda Ivan,ICC,1CCO4,303,L,1,12:00:00,12:59:00,59,False
25237,ICCS 600,Metodos Numericos,OO1,Vazquez - Flores Jose Andres,ICC,1CCO4,204,L,1,11:00:00,11:59:00,59,False
25237,ICCS 600,Metodos Numericos,OO1,Vazquez - Flores Jose Andres,ICC,1CCO4,203,M,3,11:00:00,12:59:00,119,False
25237,ICCS 600,Metodos Numericos,OO1,Vazquez - Flores Jose Andres,ICC,1CCO4,203,V,5,11:00:00,12:59:00,119,False
25873,ICCS 257,Mineria de Datos,OO1,Martinez - Guzman Gerardo,ICC,1CCO4,206,A,2,07:00:00,08:59:00,119,False
25873,ICCS 257,Mineria de Datos,OO1,Martinez - Guzman Gerardo,ICC,1CCO4,206,J,4,07:00:00,08:59:00,119,False
25873,ICCS 257,Mineria de Datos,OO1,Martinez - Guzman Gerardo,ICC,1CCO4,206,L,1,08:00:00,08:59:00,59,False
25880,ICCS 257,Mineria de Datos,OO2,Acosta - Ruiz Samantha,ICC,1CCO1,004,L,1,09:00:00,09:59:00,59,False
25880,ICCS 257,Mineria de Datos,OO2,Acosta - Ruiz Samantha,ICC,1CCO1,004,M,3,09:00:00,10:59:00,119,False
25880,ICCS 257,Mineria de Datos,OO2,Acosta - Ruiz Samantha,ICC,1CCO2,207,V,5,09:00:00,10:59:00,119,False
25886,ICCS 257,Mineria de Datos,OO3,Ayaquica - Martinez Irene Olaya,ICC,1CCO2,207,A,2,17:00:00,18:59:00,119,False
25886,ICCS 257,Mineria de Datos,OO3,Ayaquica - Martinez Irene Olaya,ICC,1CCO2,207,J,4,17:00:00,18:59:00,119,False
25886,ICCS 257,Mineria de Datos,OO3,Ayaquica - Martinez Irene Olaya,ICC,1CCO2,207,L,1,18:00:00,18:59:00,59,False
26045,ICCS 257,Mineria de Datos,OO4,Beltran - Martinez Beatriz,ICC,1CCO2,208,L,1,11:00:00,11:59:00,59,False
26045,ICCS 257,Mineria de Datos,OO4,Beltran - Martinez Beatriz,ICC,1CCO2,208,M,3,11:00:00,12:59:00,119,False
26045,ICCS 257,Mineria de Datos,OO4,Beltran - Martinez Beatriz,ICC,1CCO2,208,V,5,11:00:00,12:59:00,119,False
26049,ICCS 257,Mineria de Datos,OO5,Melendez - Teodoro Augusto,ICC,1CCO2,208,L,1,07:00:00,07:59:00,59,False
26049,ICCS 257,Mineria de Datos,OO5,Melendez - Teodoro Augusto,ICC,1CCO2,208,M,3,07:00:00,08:59:00,119,False
26049,ICCS 257,Mineria de Datos,OO5,Melendez - Teodoro Augusto,ICC,1CCO1,005,V,5,07:00:00,08:59:00,119,False
26056,ICCS 257,Mineria de Datos,OO6,Melendez - Teodoro Augusto,ICC,1CCO4,203,A,2,09:00:00,10:59:00,119,False
26056,ICCS 257,Mineria de Datos,OO6,Melendez - Teodoro Augusto,ICC,1CCO3,114,J,4,09:00:00,10:59:00,119,False
26056,ICCS 257,Mineria de Datos,OO6,Melendez - Teodoro Augusto,ICC,1CCO4,203,L,1,10:00:00,10:59:00,59,False
26059,ICCS 257,Mineria de Datos,OO7,Sanchez - Lopez Abraham,ICC,1CCO2,208,A,2,07:00:00,08:59:00,119,False
26059,ICCS 257,Mineria de Datos,OO7,Sanchez - Lopez Abraham,ICC,1CCO2,208,J,4,07:00:00,08:59:00,119,False
26059,ICCS 257,Mineria de Datos,OO7,Sanchez - Lopez Abraham,ICC,1CCO2,208,L,1,08:00:00,08:59:00,59,False
26097,ICCS 259,Modelo de Redes,OO1,Colorado - Jimenez Guillermo,ICC,1CCO3,302,A,2,07:00:00,08:59:00,119,False
26097,ICCS 259,Modelo de Redes,OO1,Colorado - Jimenez Guillermo,ICC,1CCO1,002,J,4,07:00:00,08:59:00,119,False
26097,ICCS 259,Modelo de Redes,OO1,Colorado - Jimenez Guillermo,ICC,1CCO1,002,L,1,08:00:00,08:59:00,59,False
26103,ICCS 259,Modelo de Redes,OO2,Romero - Hernandez Yeiny,ICC,1CCO1,002,L,1,09:00:00,09:59:00,59,False
26103,ICCS 259,Modelo de Redes,OO2,Romero - Hernandez Yeiny,ICC,1CCO3,302,M,3,09:00:00,10:59:00,119,False
26103,ICCS 259,Modelo de Redes,OO2,Romero - Hernandez Yeiny,ICC,1CCO1,002,V,5,09:00:00,10:59:00,119,False
26108,ICCS 259,Modelo de Redes,OO3,Sanchez - Roman Guillermina,ICC,1CCO3,302,A,2,13:00:00,14:59:00,119,False
26108,ICCS 259,Modelo de Redes,OO3,Sanchez - Roman Guillermina,ICC,1CCO1,002,J,4,13:00:00,14:59:00,119,False
26108,ICCS 259,Modelo de Redes,OO3,Sanchez - Roman Guillermina,ICC,1CCO1,002,L,1,14:00:00,14:59:00,59,False
26115,ICCS 259,Modelo de Redes,OO4,Larios - Gomez Mariano,ICC,1CCO3,302,A,2,11:00:00,12:59:00,119,False
26115,ICCS 259,Modelo de Redes,OO4,Larios - Gomez Mariano,ICC,1CCO1,004,J,4,11:00:00,12:59:00,119,False
26115,ICCS 259,Modelo de Redes,OO4,Larios - Gomez Mariano,ICC,1CCO1,004,L,1,12:00:00,12:59:00,59,False
26118,ICCS 259,Modelo de Redes,OO5,Bautista - Lopez Veronica Edith,ICC,1CCO3,303,A,2,11:00:00,12:59:00,119,False
26118,ICCS 259,Modelo de Redes,OO5,Bautista - Lopez Veronica Edith,ICC,1CCO5,202,J,4,11:00:00,12:59:00,119,False
26118,ICCS 259,Modelo de Redes,OO5,Bautista - Lopez Veronica Edith,ICC,1CCO3,303,L,1,12:00:00,12:59:00,59,False
25764,CCOS 251,Probabilidad y Estadistica,OO1,Contreras - Juarez Roberto,ICC,1CCO4,305,L,1,09:00:00,09:59:00,59,False
25764,CCOS 251,Probabilidad y Estadistica,OO1,Contreras - Juarez Roberto,ICC,1CCO4,305,M,3,09:00:00,10:59:00,119,False
25764,CCOS 251,Probabilidad y Estadistica,OO1,Contreras - Juarez Roberto,ICC,1CCO4,305,V,5,09:00:00,10:59:00,119,False
25769,CCOS 251,Probabilidad y Estadistica,OO2,Palomino - Jimenez Carlos,ICC,1CCO4,305,L,1,13:00:00,13:59:00,59,False
25769,CCOS 251,Probabilidad y Estadistica,OO2,Palomino - Jimenez Carlos,ICC,1CCO4,305,M,3,13:00:00,14:59:00,119,False
25769,CCOS 251,Probabilidad y Estadistica,OO2,Palomino - Jimenez Carlos,ICC,1CCO4,305,V,5,13:00:00,14:59:00,119,False
25777,CCOS 251,Probabilidad y Estadistica,OO4,Garcia - Juarez Pedro,ICC,1CCO4,201,A,2,09:00:00,10:59:00,119,False
